customer_id,customer_name,email,signup_date
257,Customer 257,customer257@example.com,2022-09-14
258,Customer 258,customer258@example.com,2022-09-15
259,Customer 259,customer259@example.com,2022-09-16
260,Customer 260,customer260@example.com,2022-09-17
261,Customer 261,customer261@example.com,2022-09-18
262,Customer 262,customer262@example.com,2022-09-19
263,Customer 263,customer263@example.com,2022-09-20
264,Customer 264,customer264@example.com,2022-09-21
265,Customer 265,customer265@example.com,2022-09-22
266,Customer 266,customer266@example.com,2022-09-23
267,Customer 267,customer267@example.com,2022-09-24
268,Customer 268,customer268@example.com,2022-09-25
269,Customer 269,customer269@example.com,2022-09-26
270,Customer 270,customer270@example.com,2022-09-27
271,Customer 271,customer271@example.com,2022-09-28
272,Customer 272,customer272@example.com,2022-09-29
273,Customer 273,customer273@example.com,2022-09-30
274,Customer 274,customer274@example.com,2022-10-01
275,Customer 275,customer275@example.com,2022-10-02
276,Customer 276,customer276@example.com,2022-10-03
277,Customer 277,customer277@example.com,2022-10-04
278,Customer 278,customer278@example.com,2022-10-05
279,Customer 279,customer279@example.com,2022-10-06
280,Customer 280,customer280@example.com,2022-10-07
281,Customer 281,customer281@example.com,2022-10-08
282,Customer 282,customer282@example.com,2022-10-09
283,Customer 283,customer283@example.com,2022-10-10
284,Customer 284,customer284@example.com,2022-10-11
285,Customer 285,customer285@example.com,2022-10-12
286,Customer 286,customer286@example.com,2022-10-13
287,Customer 287,customer287@example.com,2022-10-14
288,Customer 288,customer288@example.com,2022-10-15
289,Customer 289,customer289@example.com,2022-10-16
290,Customer 290,customer290@example.com,2022-10-17
291,Customer 291,customer291@example.com,2022-10-18
292,Customer 292,customer292@example.com,2022-10-19
293,Customer 293,customer293@example.com,2022-10-20
294,Customer 294,customer294@example.com,2022-10-21
295,Customer 295,customer295@example.com,2022-10-22
296,Customer 296,customer296@example.com,2022-10-23
297,Customer 297,customer297@example.com,2022-10-24
298,Customer 298,customer298@example.com,2022-10-25
299,Customer 299,customer299@example.com,2022-10-26
300,Customer 300,customer300@example.com,2022-10-27
301,Customer 301,customer301@example.com,2022-10-28
302,Customer 302,customer302@example.com,2022-10-29
303,Customer 303,customer303@example.com,2022-10-30
304,Customer 304,customer304@example.com,2022-10-31
305,Customer 305,customer305@example.com,2022-11-01
306,Customer 306,customer306@example.com,2022-11-02
307,Customer 307,customer307@example.com,2022-11-03
308,Customer 308,customer308@example.com,2022-11-04
309,Customer 309,customer309@example.com,2022-11-05
310,Customer 310,customer310@example.com,2022-11-06
311,Customer 311,customer311@example.com,2022-11-07
312,Customer 312,customer312@example.com,2022-11-08
313,Customer 313,customer313@example.com,2022-11-09
314,Customer 314,customer314@example.com,2022-11-10
315,Customer 315,customer315@example.com,2022-11-11
316,Customer 316,customer316@example.com,2022-11-12
317,Customer 317,customer317@example.com,2022-11-13
318,Customer 318,customer318@example.com,2022-11-14
319,Customer 319,customer319@example.com,2022-11-15
320,Customer 320,customer320@example.com,2022-11-16
321,Customer 321,customer321@example.com,2022-11-17
322,Customer 322,customer322@example.com,2022-11-18
323,Customer 323,customer323@example.com,2022-11-19
324,Customer 324,customer324@example.com,2022-11-20
325,Customer 325,customer325@example.com,2022-11-21
326,Customer 326,customer326@example.com,2022-11-22
327,Customer 327,customer327@example.com,2022-11-23
328,Customer 328,customer328@example.com,2022-11-24
329,Customer 329,customer329@example.com,2022-11-25
330,Customer 330,customer330@example.com,2022-11-26
331,Customer 331,customer331@example.com,2022-11-27
332,Customer 332,customer332@example.com,2022-11-28
333,Customer 333,customer333@example.com,2022-11-29
334,Customer 334,customer334@example.com,2022-11-30
335,Customer 335,customer335@example.com,2022-12-01
336,Customer 336,customer336@example.com,2022-12-02
337,Customer 337,customer337@example.com,2022-12-03
338,Customer 338,customer338@example.com,2022-12-04
339,Customer 339,customer339@example.com,2022-12-05
340,Customer 340,customer340@example.com,2022-12-06
341,Customer 341,customer341@example.com,2022-12-07
342,Customer 342,customer342@example.com,2022-12-08
343,Customer 343,customer343@example.com,2022-12-09
344,Customer 344,customer344@example.com,2022-12-10
345,Customer 345,customer345@example.com,2022-12-11
346,Customer 346,customer346@example.com,2022-12-12
347,Customer 347,customer347@example.com,2022-12-13
348,Customer 348,customer348@example.com,2022-12-14
349,Customer 349,customer349@example.com,2022-12-15
350,Customer 350,customer350@example.com,2022-12-16
351,Customer 351,customer351@example.com,2022-12-17
352,Customer 352,customer352@example.com,2022-12-18
353,Customer 353,customer353@example.com,2022-12-19
354,Customer 354,customer354@example.com,2022-12-20
355,Customer 355,customer355@example.com,2022-12-21
356,Customer 356,customer356@example.com,2022-12-22
357,Customer 357,customer357@example.com,2022-12-23
358,Customer 358,customer358@example.com,2022-12-24
359,Customer 359,customer359@example.com,2022-12-25
360,Customer 360,customer360@example.com,2022-12-26
361,Customer 361,customer361@example.com,2022-12-27
362,Customer 362,customer362@example.com,2022-12-28
363,Customer 363,customer363@example.com,2022-12-29
364,Customer 364,customer364@example.com,2022-12-30
365,Customer 365,customer365@example.com,2022-12-31
366,Customer 366,customer366@example.com,2023-01-01
367,Customer 367,customer367@example.com,2023-01-02
368,Customer 368,customer368@example.com,2023-01-03
369,Customer 369,customer369@example.com,2023-01-04
370,Customer 370,customer370@example.com,2023-01-05
371,Customer 371,customer371@example.com,2023-01-06
372,Customer 372,customer372@example.com,2023-01-07
373,Customer 373,customer373@example.com,2023-01-08
374,Customer 374,customer374@example.com,2023-01-09
375,Customer 375,customer375@example.com,2023-01-10
376,Customer 376,customer376@example.com,2023-01-11
377,Customer 377,customer377@example.com,2023-01-12
378,Customer 378,customer378@example.com,2023-01-13
379,Customer 379,customer379@example.com,2023-01-14
380,Customer 380,customer380@example.com,2023-01-15
381,Customer 381,customer381@example.com,2023-01-16
382,Customer 382,customer382@example.com,2023-01-17
383,Customer 383,customer383@example.com,2023-01-18
384,Customer 384,customer384@example.com,2023-01-19
385,Customer 385,customer385@example.com,2023-01-20
386,Customer 386,customer386@example.com,2023-01-21
387,Customer 387,customer387@example.com,2023-01-22
388,Customer 388,customer388@example.com,2023-01-23
389,Customer 389,customer389@example.com,2023-01-24
390,Customer 390,customer390@example.com,2023-01-25
391,Customer 391,customer391@example.com,2023-01-26
392,Customer 392,customer392@example.com,2023-01-27
393,Customer 393,customer393@example.com,2023-01-28
394,Customer 394,customer394@example.com,2023-01-29
395,Customer 395,customer395@example.com,2023-01-30
396,Customer 396,customer396@example.com,2023-01-31
397,Customer 397,customer397@example.com,2023-02-01
398,Customer 398,customer398@example.com,2023-02-02
399,Customer 399,customer399@example.com,2023-02-03
400,Customer 400,customer400@example.com,2023-02-04
401,Customer 401,customer401@example.com,2023-02-05
402,Customer 402,customer402@example.com,2023-02-06
403,Customer 403,customer403@example.com,2023-02-07
404,Customer 404,customer404@example.com,2023-02-08
405,Customer 405,customer405@example.com,2023-02-09
406,Customer 406,customer406@example.com,2023-02-10
407,Customer 407,customer407@example.com,2023-02-11
408,Customer 408,customer408@example.com,2023-02-12
409,Customer 409,customer409@example.com,2023-02-13
410,Customer 410,customer410@example.com,2023-02-14
411,Customer 411,customer411@example.com,2023-02-15
412,Customer 412,customer412@example.com,2023-02-16
413,Customer 413,customer413@example.com,2023-02-17
414,Customer 414,customer414@example.com,2023-02-18
415,Customer 415,customer415@example.com,2023-02-19
416,Customer 416,customer416@example.com,2023-02-20
417,Customer 417,customer417@example.com,2023-02-21
418,Customer 418,customer418@example.com,2023-02-22
419,Customer 419,customer419@example.com,2023-02-23
420,Customer 420,customer420@example.com,2023-02-24
421,Customer 421,customer421@example.com,2023-02-25
422,Customer 422,customer422@example.com,2023-02-26
423,Customer 423,customer423@example.com,2023-02-27
424,Customer 424,customer424@example.com,2023-02-28
425,Customer 425,customer425@example.com,2023-03-01
426,Customer 426,customer426@example.com,2023-03-02
427,Customer 427,customer427@example.com,2023-03-03
428,Customer 428,customer428@example.com,2023-03-04
429,Customer 429,customer429@example.com,2023-03-05
430,Customer 430,customer430@example.com,2023-03-06
431,Customer 431,customer431@example.com,2023-03-07
432,Customer 432,customer432@example.com,2023-03-08
433,Customer 433,customer433@example.com,2023-03-09
434,Customer 434,customer434@example.com,2023-03-10
435,Customer 435,customer435@example.com,2023-03-11
436,Customer 436,customer436@example.com,2023-03-12
437,Customer 437,customer437@example.com,2023-03-13
438,Customer 438,customer438@example.com,2023-03-14
439,Customer 439,customer439@example.com,2023-03-15
440,Customer 440,customer440@example.com,2023-03-16
441,Customer 441,customer441@example.com,2023-03-17
442,Customer 442,customer442@example.com,2023-03-18
443,Customer 443,customer443@example.com,2023-03-19
444,Customer 444,customer444@example.com,2023-03-20
445,Customer 445,customer445@example.com,2023-03-21
446,Customer 446,customer446@example.com,2023-03-22
447,Customer 447,customer447@example.com,2023-03-23
448,Customer 448,customer448@example.com,2023-03-24
449,Customer 449,customer449@example.com,2023-03-25
450,Customer 450,customer450@example.com,2023-03-26
451,Customer 451,customer451@example.com,2023-03-27
452,Customer 452,customer452@example.com,2023-03-28
453,Customer 453,customer453@example.com,2023-03-29
454,Customer 454,customer454@example.com,2023-03-30
455,Customer 455,customer455@example.com,2023-03-31
456,Customer 456,customer456@example.com,2023-04-01
457,Customer 457,customer457@example.com,2023-04-02
458,Customer 458,customer458@example.com,2023-04-03
459,Customer 459,customer459@example.com,2023-04-04
460,Customer 460,customer460@example.com,2023-04-05
461,Customer 461,customer461@example.com,2023-04-06
462,Customer 462,customer462@example.com,2023-04-07
463,Customer 463,customer463@example.com,2023-04-08
464,Customer 464,customer464@example.com,2023-04-09
465,Customer 465,customer465@example.com,2023-04-10
466,Customer 466,customer466@example.com,2023-04-11
467,Customer 467,customer467@example.com,2023-04-12
468,Customer 468,customer468@example.com,2023-04-13
469,Customer 469,customer469@example.com,2023-04-14
470,Customer 470,customer470@example.com,2023-04-15
471,Customer 471,customer471@example.com,2023-04-16
472,Customer 472,customer472@example.com,2023-04-17
473,Customer 473,customer473@example.com,2023-04-18
474,Customer 474,customer474@example.com,2023-04-19
475,Customer 475,customer475@example.com,2023-04-20
476,Customer 476,customer476@example.com,2023-04-21
477,Customer 477,customer477@example.com,2023-04-22
478,Customer 478,customer478@example.com,2023-04-23
479,Customer 479,customer479@example.com,2023-04-24
480,Customer 480,customer480@example.com,2023-04-25
481,Customer 481,customer481@example.com,2023-04-26
482,Customer 482,customer482@example.com,2023-04-27
483,Customer 483,customer483@example.com,2023-04-28
484,Customer 484,customer484@example.com,2023-04-29
485,Customer 485,customer485@example.com,2023-04-30
486,Customer 486,customer486@example.com,2023-05-01
487,Customer 487,customer487@example.com,2023-05-02
488,Customer 488,customer488@example.com,2023-05-03
489,Customer 489,customer489@example.com,2023-05-04
490,Customer 490,customer490@example.com,2023-05-05
491,Customer 491,customer491@example.com,2023-05-06
492,Customer 492,customer492@example.com,2023-05-07
493,Customer 493,customer493@example.com,2023-05-08
494,Customer 494,customer494@example.com,2023-05-09
495,Customer 495,customer495@example.com,2023-05-10
496,Customer 496,customer496@example.com,2023-05-11
497,Customer 497,customer497@example.com,2023-05-12
498,Customer 498,customer498@example.com,2023-05-13
499,Customer 499,customer499@example.com,2023-05-14
500,Customer 500,customer500@example.com,2023-05-15
501,Customer 501,customer501@example.com,2023-05-16
502,Customer 502,customer502@example.com,2023-05-17
503,Customer 503,customer503@example.com,2023-05-18
504,Customer 504,customer504@example.com,2023-05-19
505,Customer 505,customer505@example.com,2023-05-20
506,Customer 506,customer506@example.com,2023-05-21
507,Customer 507,customer507@example.com,2023-05-22
508,Customer 508,customer508@example.com,2023-05-23
509,Customer 509,customer509@example.com,2023-05-24
510,Customer 510,customer510@example.com,2023-05-25
511,Customer 511,customer511@example.com,2023-05-26
512,Customer 512,customer512@example.com,2023-05-27
513,Customer 513,customer513@example.com,2023-05-28
514,Customer 514,customer514@example.com,2023-05-29
515,Customer 515,customer515@example.com,2023-05-30
516,Customer 516,customer516@example.com,2023-05-31
517,Customer 517,customer517@example.com,2023-06-01
518,Customer 518,customer518@example.com,2023-06-02
519,Customer 519,customer519@example.com,2023-06-03
520,Customer 520,customer520@example.com,2023-06-04
521,Customer 521,customer521@example.com,2023-06-05
522,Customer 522,customer522@example.com,2023-06-06
523,Customer 523,customer523@example.com,2023-06-07
524,Customer 524,customer524@example.com,2023-06-08
525,Customer 525,customer525@example.com,2023-06-09
526,Customer 526,customer526@example.com,2023-06-10
527,Customer 527,customer527@example.com,2023-06-11
528,Customer 528,customer528@example.com,2023-06-12
529,Customer 529,customer529@example.com,2023-06-13
530,Customer 530,customer530@example.com,2023-06-14
531,Customer 531,customer531@example.com,2023-06-15
532,Customer 532,customer532@example.com,2023-06-16
533,Customer 533,customer533@example.com,2023-06-17
534,Customer 534,customer534@example.com,2023-06-18
535,Customer 535,customer535@example.com,2023-06-19
536,Customer 536,customer536@example.com,2023-06-20
537,Customer 537,customer537@example.com,2023-06-21
538,Customer 538,customer538@example.com,2023-06-22
539,Customer 539,customer539@example.com,2023-06-23
540,Customer 540,customer540@example.com,2023-06-24
541,Customer 541,customer541@example.com,2023-06-25
542,Customer 542,customer542@example.com,2023-06-26
543,Customer 543,customer543@example.com,2023-06-27
544,Customer 544,customer544@example.com,2023-06-28
545,Customer 545,customer545@example.com,2023-06-29
546,Customer 546,customer546@example.com,2023-06-30
547,Customer 547,customer547@example.com,2023-07-01
548,Customer 548,customer548@example.com,2023-07-02
549,Customer 549,customer549@example.com,2023-07-03
550,Customer 550,customer550@example.com,2023-07-04
551,Customer 551,customer551@example.com,2023-07-05
552,Customer 552,customer552@example.com,2023-07-06
553,Customer 553,customer553@example.com,2023-07-07
554,Customer 554,customer554@example.com,2023-07-08
555,Customer 555,customer555@example.com,2023-07-09
556,Customer 556,customer556@example.com,2023-07-10
557,Customer 557,customer557@example.com,2023-07-11
558,Customer 558,customer558@example.com,2023-07-12
559,Customer 559,customer559@example.com,2023-07-13
560,Customer 560,customer560@example.com,2023-07-14
561,Customer 561,customer561@example.com,2023-07-15
562,Customer 562,customer562@example.com,2023-07-16
563,Customer 563,customer563@example.com,2023-07-17
564,Customer 564,customer564@example.com,2023-07-18
565,Customer 565,customer565@example.com,2023-07-19
566,Customer 566,customer566@example.com,2023-07-20
567,Customer 567,customer567@example.com,2023-07-21
568,Customer 568,customer568@example.com,2023-07-22
569,Customer 569,customer569@example.com,2023-07-23
570,Customer 570,customer570@example.com,2023-07-24
571,Customer 571,customer571@example.com,2023-07-25
572,Customer 572,customer572@example.com,2023-07-26
573,Customer 573,customer573@example.com,2023-07-27
574,Customer 574,customer574@example.com,2023-07-28
575,Customer 575,customer575@example.com,2023-07-29
576,Customer 576,customer576@example.com,2023-07-30
577,Customer 577,customer577@example.com,2023-07-31
578,Customer 578,customer578@example.com,2023-08-01
579,Customer 579,customer579@example.com,2023-08-02
580,Customer 580,customer580@example.com,2023-08-03
581,Customer 581,customer581@example.com,2023-08-04
582,Customer 582,customer582@example.com,2023-08-05
583,Customer 583,customer583@example.com,2023-08-06
584,Customer 584,customer584@example.com,2023-08-07
585,Customer 585,customer585@example.com,2023-08-08
586,Customer 586,customer586@example.com,2023-08-09
587,Customer 587,customer587@example.com,2023-08-10
588,Customer 588,customer588@example.com,2023-08-11
589,Customer 589,customer589@example.com,2023-08-12
590,Customer 590,customer590@example.com,2023-08-13
591,Customer 591,customer591@example.com,2023-08-14
592,Customer 592,customer592@example.com,2023-08-15
593,Customer 593,customer593@example.com,2023-08-16
594,Customer 594,customer594@example.com,2023-08-17
595,Customer 595,customer595@example.com,2023-08-18
596,Customer 596,customer596@example.com,2023-08-19
597,Customer 597,customer597@example.com,2023-08-20
598,Customer 598,customer598@example.com,2023-08-21
599,Customer 599,customer599@example.com,2023-08-22
600,Customer 600,customer600@example.com,2023-08-23
601,Customer 601,customer601@example.com,2023-08-24
602,Customer 602,customer602@example.com,2023-08-25
603,Customer 603,customer603@example.com,2023-08-26
604,Customer 604,customer604@example.com,2023-08-27
605,Customer 605,customer605@example.com,2023-08-28
606,Customer 606,customer606@example.com,2023-08-29
607,Customer 607,customer607@example.com,2023-08-30
